Food,Weight,Price,Type,Key,Date,File,SHA1
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",05.07.2019,2019-07-05,Меню с 02.07 по 05.07.xls,f2d17e12f1d9fb34525b637f558821ab4e22395f
"Салат""Гавайский""",100,2 руб 47 коп,,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат""Несвижский""",100,97 коп,,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат""Щедрая осень""",100,1 руб 25 коп,,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат из помидоров,огурцов и сладкого перца",100,1 руб 70 коп,,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Борщ с курицей и сметаной,250/20,1 руб 60 коп,Супы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп картофельный с рисом,250,1 руб 30 коп,Супы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп-крем из тыквы,250,,Суп-крем из тыквы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Филе птицы с ананасом,130,3 руб 01 коп,Вторые блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Говядина в кисло-сладком соусе,75/100,4 руб 59 коп,Вторые блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Биточки по-белорусски,80,2 руб 18 коп,Вторые блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Шницель из свинины,100,4 руб 01 коп,Вторые блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Рыба хек в сыре,100,3 руб 52 коп,Вторые блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Картофельное пюре,200,1 руб 15 коп,Гарниры,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Спагетти,150,90 коп,Гарниры,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Рис отварной,200,76 коп,Гарниры,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Овощной микс,150,1 руб 90 коп,Гарниры,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
хрен,25,45 коп,Соусы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Соевый соус,15,43 коп,Соусы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Сметана,25,30 коп,Соусы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Напиток яблочный,0.2,60 коп,Напитки,04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",04.03.2019,2019-03-04,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат с куриным филе,огурцами и орехами",100,2 руб,,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Винегрет овощной,100,1 руб 04 коп,,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат""Белорусский""",100,1 руб 40 коп,,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат овощной с сыром,100,1 руб 68 коп,,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Рассольник""Ленинградский""",250\20,1 руб 90 коп,Супы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Уха""Рыбацкая""",250,1 руб 52 коп,Супы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп-пюре из бобовых,250,1 руб 70 коп,Супы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Тефтели,115/75,3 руб 30 коп,Вторые блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Котлеты с сыром и морковью,115,2 руб 65 коп,Вторые блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Филе птицы в белках,130,3 руб 05 коп,Вторые блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Говядина отварная,100,5 руб 31 коп,Вторые блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Рыба хек под маринадом,75/75,3 руб 28 коп,Вторые блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Картофель отварной,200,1 руб 10 коп,Гарниры,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Каша перловая с грудинкой и луком,250,1 руб 52 коп,Гарниры,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Каша пшенная,200,60 коп,Гарниры,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Фасоль и мини морковь,150,2 руб 28 коп,Гарниры,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
хрен,25,45 коп,Соусы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Соевый соус,15,43 коп,Соусы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Сметана,25,30 коп,Соусы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Слойка с яблоком,130,1 руб 58 коп,Сладкие блюда,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Компот из яблок,0.2,60 коп,Напитки,05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",05.03.2019,2019-03-05,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат из морской и свежей капусты,100,79 коп,,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат из свеклы с черносливом,100,1 руб 14 коп,,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат из овощей с ветчиной,100,1 руб 83 коп,,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат""Неманский""",100,1 руб 21 коп,,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Щи из свежей капусты с курицей,250/20,1 руб 63 коп,Супы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп картофельный с рисом,250,1 руб 30 коп,Супы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп-пюре из шампиньонов,250,2 руб 14 коп,Супы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Котлета рыбная""Нежность""",120,3 руб 29 коп,Вторые блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Свинина по-деревенски,100,3 руб 54 коп,Вторые блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Котлеты рубленые из птицы,150,2 руб 39 коп,Вторые блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Курица""Сытная""",140,3 руб 62 коп,Вторые блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Рыба хек с грибами,165,4 руб 91 коп,Вторые блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Картофель с грибами и луком,200,1 руб 20 коп,Гарниры,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Макароны отварные,150,90 коп,Гарниры,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Гречка отварная,200,60 коп,Гарниры,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Овощи тушеные,150,1 руб 94 коп,Гарниры,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
хрен,25,45 коп,Соусы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Соевый соус,15,43 коп,Соусы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Сметана,25,30 коп,Соусы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Сырники с джемом,150/20,2 руб 36 коп,Сладкие блюда,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Напиток лимонный,0.2,65 коп,Напитки,06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",06.03.2019 ,2019-03-06,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Морковь пряная,100,75 коп,,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Салат""Слоеный""",100,1 руб 51 коп,,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат мясной с фасолью,100,1 руб 40 коп,,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Салат из птицы с ветчиной,100,1 руб 82 коп,,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп картофельный с мясными фрикадельками,250,1 руб 43 коп,Супы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Щи кислые с фасолью,250/20,1 руб 81 коп,Супы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Суп-пюре из овощей,250,2 руб 45 коп,Супы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Печень куриная с луком,150/20,2 руб 49 коп,Вторые блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Мясо по-осеннему,75/75,4 руб 30 коп,Вторые блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Филе птицы с помидором,120,2 руб 76 коп,Вторые блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Свинина с грибами,100,3 руб 81 коп,Вторые блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Филе карпа жареное,100,3 руб 99 коп,Вторые блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Картофельное пюре,200,1 руб 15 коп,Гарниры,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Рис отварной,200,76 коп,Гарниры,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Каша перловая,200,60 коп,Гарниры,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Брокколи,150,2 руб 45 коп,Гарниры,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
хрен,25,45 коп,Соусы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Соевый соус,15,43 коп,Соусы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Сметана,25,30 коп,Соусы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Пудинг из творога,150,2 руб 35 коп,Сладкие блюда,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Компот из сухофруктов,0.2,69 коп,Напитки,07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",07.03.2019 ,2019-03-07,Меню с 04-07марта.xls,49a2e5123cc030ecc994f3b4f4e15839ebeb0074
Капуста маринованная,100,80 коп,,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Гавайский""",100,2 руб 47 коп,,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Киевский со свеклой""",100,1 руб 84 коп,,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат с крабовыми палочками и кукурузой,100,1 руб 22 коп,,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Бульон куриный с яйцом,250,1 руб 54 коп,Супы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Рассольник""Ленинградский""",250/20,1 руб 88 коп,Супы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-пюре из шампиньонов,250,2 руб 22 коп,Супы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Зразы рубленые,140,2 руб 84 коп,Вторые блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Капрезе из грудки,140,4 руб 10 коп,Вторые блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Говядина отварная,100,5 руб 50 коп,Вторые блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Свинина по-деревенски,100,3 руб 54 коп,Вторые блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рыба в сыре,100,3 руб 56 коп,Вторые блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Картофельное пюре,200,2 руб 10 коп,Гарниры,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рис отварной,200,84 коп,Гарниры,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Гречка отварная,200,60 коп,Гарниры,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Овощной микс,150,1 руб 90 коп,Гарниры,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
хрен,25,45 коп,Соусы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Соевый соус,15,43 коп,Соусы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сметана,25,33 коп,Соусы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Запеканка из творога со сметаной,120/20,2 руб 03 коп,Сладкие блюда,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Компот из сухофруктов,0.2,69 коп,Напитки,05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Французская булочка с чесночной начиной,шт.,80 коп,"Хлеб, хлебобулочные изделия",05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",05.08.2019,2019-08-05,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Цветной""",100,64 коп,,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Слоеный""",100,1 руб 37 коп,,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Весенний""",100,1 руб 68 коп,,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат из птицы с гренками,100,1 руб 87 коп,,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Борщ""Украинский""",250/20,1 руб 84 коп,Супы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Суп""Полевой""",250,1 руб 42 коп,Супы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-пюре из шампиньонов,250,2 руб 22 коп,Супы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Котлеты""Любительские""",120,2 руб 14 коп,Вторые блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Филе птицы в сыре,100,2 руб 99 коп,Вторые блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Гуляш из говядины,75/100,4 руб 26 коп,Вторые блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Свинина с сыром,100,4 руб 73 коп,Вторые блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Филе карпа жареное,100,3 руб 99 коп,Вторые блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Каша перловая с грудинкой и луком,250,1 руб 75 коп,Гарниры,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Каша пшенная,200,79 коп,Гарниры,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Спагетти,150,90 коп,Гарниры,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Брокколи,150,2 руб 45 коп,Гарниры,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
хрен,25,45 коп,Соусы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Соевый соус,15,43 коп,Соусы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сметана,25,33 коп,Соусы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Компот из сухофруктов,0.2,69 коп,Напитки,06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Французская булочка с чесночной начиной,шт.,80 коп,"Хлеб, хлебобулочные изделия",06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",06.08.2019,2019-08-06,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Несвижский""",100,1 пуб 06 коп,,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Острый""",100,1 руб 53 коп,,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Полесский""",100,2 руб 16 коп,,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат из капусты с яблоками,100,1 руб 09 коп,,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-лапша домашняя,250,1 руб 17 коп,Супы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Щи зеленые со сметаной,250/20,1 руб 48 коп,Супы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-пюре из бобовых,250,1 руб 70 коп,Супы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Котлеты с сыром и морковью,115,2 руб 65 коп,Вторые блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Печень говяжья с луком,100/20,3 руб 48 коп,Вторые блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Куриная грудка в беконе,140,4 руб 45 коп,Вторые блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
